steam_appid,name,type,initial_price,release_date,score,recommendation,windows,mac,linux,header_image
543300,Horizon Of History,game,9.99,2016-11-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543300/header.jpg?t=1482220634
543320,Alchemist,game,2.99,2016-12-29,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543320/header.jpg?t=1483068249
543350,The Night The Carsons Disappeared,game,1.99,2016-10-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543350/header.jpg?t=1477330569
543360,Relaxation balls,game,0.99,2016-11-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543360/header.jpg?t=1480265723
543420,Catacomb Explorers,game,0.99,2016-10-22,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543420/header.jpg?t=1481452431
543430,Brain Booster,game,0.99,2016-12-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543430/header.jpg?t=1482782971
543510,SONAR Home Studio,game,49.99,2016-12-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543510/header.jpg?t=1481143944
543530,Holo Impact : Prologue,game,14.99,2016-11-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543530/header.jpg?t=1481359923
543540,Archer Guardian VR : The Chapter Zero,game,19.99,2016-11-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543540/header.jpg?t=1479895391
543580,Pipejob,game,7.99,2016-10-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543580/header.jpg?t=1481628462
543600,Monster Maze VR,game,3.99,2016-10-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543600/header.jpg?t=1478007686
543650,Last Days,game,4.99,2016-10-20,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543650/header.jpg?t=1481403126
543710,Cogito,game,5.99,2016-10-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543710/header.jpg?t=1477001502
543720,Damned Cold,game,7.99,2016-10-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543720/header.jpg?t=1479246627
543770,Altar Guardian,game,1.99,2016-10-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543770/header.jpg?t=1478638333
543780,Other Tanks,game,1.99,2016-12-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543780/header.jpg?t=1480938262
543790,Mars Industries,game,1.99,2016-10-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543790/header.jpg?t=1478638958
543930,Koi Musubi,game,10.99,2017-01-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543930/header.jpg?t=1486110851
543950,Z`code (VR for HTC Vive),game,19.99,2016-11-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543950/header.jpg?t=1478664051
543980,Zombie Exodus: Safe Haven,game,4.99,2016-10-28,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/543980/header.jpg?t=1477677003
544130,Whack-a-Vote: Hammering the Polls,game,0.0,2016-11-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544130/header.jpg?t=1478562577
544140,Murder Mystery Adventure,game,7.99,2016-10-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544140/header.jpg?t=1478741823
544180,Orbox C,game,2.99,2016-12-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544180/header.jpg?t=1482938603
544190,Book Series - Alice in Wonderland,game,4.99,2016-11-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544190/header.jpg?t=1480885834
544220,Damage: Sadistic Butchering of Humanity,game,4.2,2016-12-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544220/header.jpg?t=1481453954
544270,The Bellows,game,7.99,2016-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544270/header.jpg?t=1477337913
544290,Tyto Online,game,24.99,2016-11-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544290/header.jpg?t=1480184229
544390,NITE Team 4,game,,2017-01-05,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544390/header.jpg?t=1482351038
544410,Potioneer: The VR Gardening Simulator,game,0.99,2016-10-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544410/header.jpg?t=1477707114
544420,VRCapture,game,0.0,2016-11-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544420/header.jpg?t=1478657298
544440,Next Stop 2,game,6.99,2016-11-06,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544440/header.jpg?t=1478436770
544480,Draft Day Sports: Pro Basketball 2017,game,34.99,2016-11-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544480/header.jpg?t=1479428167
544510,Organ Quarter Pre-Alpha Demo,game,0.0,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544510/header.jpg?t=1478541579
544520,The Puppet Master,game,0.0,2016-10-21,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/544520/header.jpg?t=1477096042
544530,Escape Bloody Mary,game,3.99,2016-10-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544530/header.jpg?t=1477440102
544540,The Fastest Fist,game,9.99,2016-11-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544540/header.jpg?t=1478748866
544590,Death Dojo,game,0.0,2016-11-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544590/header.jpg?t=1478653837
544600,Delicious - Emily's Christmas Carol,game,12.99,2016-11-04,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544600/header.jpg?t=1480406645
544650,Sacred Almanac Traces of Greed,game,4.99,2016-12-07,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544650/header.jpg?t=1481107815
544680,Holy Avenger,game,9.99,2016-12-07,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544680/header.jpg?t=1481140921
544710,Delicious - Emily's New Beginning,game,12.99,2016-11-24,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544710/header.jpg?t=1480499729
544800,Driftwatch VR,game,7.99,2016-12-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544800/header.jpg?t=1480607038
544820,21 Steps to Soul,game,7.99,2016-10-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544820/header.jpg?t=1477355008
544840,Children of Orc,game,0.0,2016-11-21,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/544840/header.jpg?t=1480479374
544870,Blood Ties,game,1.99,2016-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544870/header.jpg?t=1479657740
544880,Limelight VR,game,7.99,2016-11-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544880/header.jpg?t=1480078895
544970,Milkmaid of the Milky Way,game,7.99,2017-01-04,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544970/header.jpg?t=1484748532
544990,NOBUNAGA'S AMBITION / 信長の野望,game,12.99,2016-12-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/544990/header.jpg?t=1481677682
545000,Aoki Ookami to Shiroki Mejika / 蒼き狼と白き牝鹿,game,12.99,2016-12-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545000/header.jpg?t=1481692752
545030,NSFW ~ Not a Simulator For Working,game,2.99,2016-10-28,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/545030/header.jpg?t=1477638206
545050,Badiya,game,19.99,2016-11-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545050/header.jpg?t=1478903659
545110,Driver Booster 4 for Steam,game,0.0,2016-11-07,,166.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545110/header.jpg?t=1478575480
545130,Pro Basketball Manager 2017,game,19.99,2017-01-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545130/header.jpg?t=1484847940
545150,Beastiarium,game,14.99,2016-12-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545150/header.jpg?t=1481291485
545230,Professor Nasty Time: The Stupidly Unfair Test Simulator 2016,game,2.99,2016-10-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545230/header.jpg?t=1478315938
545250,Bloody Boobs,game,,2017-01-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545250/header.jpg?t=1484683427
545280,The face of hope: Underground,game,0.99,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545280/header.jpg?t=1479963148
545320,CountDown,game,5.99,2016-11-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545320/header.jpg?t=1479250810
545330,AL･FINE,game,14.99,2016-11-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545330/header.jpg?t=1481497211
545350,Landfill,game,,2016-11-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545350/header.jpg?t=1478639043
545360,Sleight,game,0.99,2016-11-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545360/header.jpg?t=1478690459
545370,Time Of Silence,game,0.99,2016-12-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545370/header.jpg?t=1481058024
545400,Natural - Beyond Nature -,game,9.99,2016-12-12,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545400/header.jpg?t=1481649275
545410,A Trip to Yugoslavia: Director's Cut,game,0.99,2017-02-22,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/545410/header.jpg?t=1487786169
545430,Bedfellows FRENZY,game,14.99,2017-02-22,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545430/header.jpg?t=1487822248
545470,Hover Hazard,game,1.99,2016-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545470/header.jpg?t=1477070840
545490,Akuya,game,1.99,2016-12-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545490/header.jpg?t=1481796206
545570,PHAT PHROG,game,0.0,2016-10-27,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545570/header.jpg?t=1478806179
545580,"GO AWAY, THERE'S KUMIS OVER THERE!",game,0.99,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545580/header.jpg?t=1478193793
545590,Button Tales,game,4.99,2016-12-22,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545590/header.jpg?t=1483608382
545640,Shiver: Poltergeist Collector's Edition,game,12.99,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545640/header.jpg?t=1477672416
545650,High Profits,game,0.0,2017-01-12,,363.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/545650/header.jpg?t=1484294070
545690,VOI,game,0.99,2016-11-07,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545690/header.jpg?t=1478552566
545700,The Land of Dasthir,game,0.99,2017-01-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545700/header.jpg?t=1484064189
545720,Nother,game,14.99,2016-12-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545720/header.jpg?t=1481704571
545800,Ghostdream,game,5.99,2016-10-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545800/header.jpg?t=1478001991
545820,Wanderland,game,0.0,2016-09-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545820/header.jpg?t=1479329888
545850,Shady Brook - A Dark Mystery Text Adventure,game,3.99,2016-10-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545850/header.jpg?t=1478024934
545860,Luke Sidewalker,game,1.99,2016-12-05,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545860/header.jpg?t=1480966087
545890,Breaking Wheel,game,6.99,2016-12-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545890/header.jpg?t=1481657866
545910,Redemption Cemetery: Bitter Frost Collector's Edition,game,12.99,2016-10-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545910/header.jpg?t=1477517973
545920,Hunting Unlimited 4,game,9.99,2016-11-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545920/header.jpg?t=1478192206
545930,Hunting Unlimited 2011,game,9.99,2016-10-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545930/header.jpg?t=1477413856
545940,Hunting Unlimited 2009,game,9.99,2016-11-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545940/header.jpg?t=1478192192
545950,Tesla's Best Friend,game,3.99,2016-11-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545950/header.jpg?t=1481022650
545960,Wild Animals - Animated Jigsaws,game,9.99,2016-11-07,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/545960/header.jpg?t=1481381301
546030,Fatal Gem VR(The First Match-3 VR Game),game,9.99,2016-11-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546030/header.jpg?t=1479973423
546070,Flower Design,game,0.99,2017-01-12,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546070/header.jpg?t=1484704376
546080,Coffin of Ashes,game,6.99,2016-12-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546080/header.jpg?t=1481358794
546090,Trip to Vinelands,game,0.99,2016-10-21,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/546090/header.jpg?t=1478459674
546100,BOTOLO,game,14.99,2016-12-15,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546100/header.jpg?t=1481824684
546110,画境(Picturesque) VR,game,4.99,2016-12-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546110/header.jpg?t=1482214417
546170,Gem Forge,game,0.99,2016-11-01,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546170/header.jpg?t=1477987297
546180,Starry Nights : Helix,game,3.99,2016-11-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546180/header.jpg?t=1480557688
546200,Gnomes Garden 3: The thief of castles,game,4.99,2016-12-22,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546200/header.jpg?t=1482411672
546210,Unforgiven VR,game,4.99,2017-02-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546210/header.jpg?t=1487900077
546220,Red Comrades 3. Return of Alaska: Reloaded,game,,2017-01-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546220/header.jpg?t=1479718544
546230,Xenus 2. White gold.,game,14.99,2016-11-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546230/header.jpg?t=1480934233
546240,The Journey,game,9.99,2016-11-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546240/header.jpg?t=1478357495
546330,SPACE MOUSE 35th Anniversary edition,game,4.99,2016-11-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546330/header.jpg?t=1479102010
546340,Dynamic,game,1.99,2016-11-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546340/header.jpg?t=1479056117
546350,Craft Keep VR,game,14.99,2016-11-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546350/header.jpg?t=1480520086
546380,Crispy Chicken,game,7.99,2016-11-04,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546380/header.jpg?t=1478292656
546390,Brief Karate Foolish,game,0.0,2016-11-18,,349.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546390/header.jpg?t=1481303377
546400,Cavern Escape,game,0.99,2017-01-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546400/header.jpg?t=1483984824
546410,Grab the Bottle,game,9.99,2016-12-19,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/546410/header.jpg?t=1483470886
546440,Sluggish Morss: Days of the Purple Sun,game,0.99,2016-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546440/header.jpg?t=1477051241
546450,North Side,game,1.99,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546450/header.jpg?t=1477677698
546460,Baezult 2,game,4.99,2017-02-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546460/header.jpg?t=1487774511
546490,Heart and Seoul,game,2.99,2016-11-01,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/546490/header.jpg?t=1480139428
546550,Snowball!,game,2.99,2016-12-16,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546550/header.jpg?t=1482177809
546600,Vanguards,game,0.0,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546600/header.jpg?t=1477681548
546610,Acro Storm,game,4.99,2016-12-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546610/header.jpg?t=1482966079
546650,Beat Boxer,game,11.99,2016-11-22,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546650/header.jpg?t=1480383845
546660,Operation Breakout®,game,8.99,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546660/header.jpg?t=1480762625
546700,The Butterfly Sign,game,4.99,2016-12-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546700/header.jpg?t=1481908454
546780,Anomalies,game,1.99,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546780/header.jpg?t=1480448910
546790,Comit the Astrodian,game,1.99,2016-11-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546790/header.jpg?t=1479954866
546870,Merchants & Mercenaries,game,5.99,2016-11-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546870/header.jpg?t=1478903984
546900,Fear Effect Sedna,game,,2016-12-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546900/header.jpg?t=1479201756
546920,Strongmind,game,1.99,2016-11-04,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546920/header.jpg?t=1481470859
546930,Machine Hunt,game,0.99,2017-02-06,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/546930/header.jpg?t=1486542089
546960,Mechatroniks Attack,game,2.99,2016-12-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546960/header.jpg?t=1480584242
546980,Midnight Carnival,game,0.99,2016-11-22,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546980/header.jpg?t=1479852986
546990,Town of Night,game,1.99,2016-11-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/546990/header.jpg?t=1479387047
547010,Terminal Hacker,game,0.0,2016-12-01,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/547010/header.jpg?t=1480640786
547040,Above - VR,game,3.99,2016-11-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547040/header.jpg?t=1478026850
547050,RYB,game,4.99,2016-11-17,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/547050/header.jpg?t=1479425973
547090,Halloween Mysteries,game,9.99,2016-12-05,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547090/header.jpg?t=1483787157
547180,Far East War,mod,0.0,2016-12-12,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547180/header.jpg?t=1481677300
547200,Boo Breakers: The Ghostening,game,4.99,2016-10-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547200/header.jpg?t=1477954528
547210,Sullen,game,2.99,2016-12-21,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/547210/header.jpg?t=1482887416
547250,Oscar Mike VR,game,19.99,2016-12-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547250/header.jpg?t=1480579641
547260,Mausoleum of the Medusa,game,0.0,2016-10-27,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/547260/header.jpg?t=1477932476
547280,Calcflow,game,9.99,2016-11-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547280/header.jpg?t=1481075273
547310,That's Mahjong!,game,1.99,2016-10-27,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547310/header.jpg?t=1478220519
547340,LoveKami -Divinity Stage-,game,12.99,2016-12-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547340/header.jpg?t=1482454085
547390,Mosaic: Game of Gods,game,4.99,2016-10-31,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547390/header.jpg?t=1479800426
547410,Peak Angle: Drift Online,game,11.99,2016-11-24,,220.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547410/header.jpg?t=1480602507
547440,7D Game （VR for VIVE）,game,0.0,2016-10-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547440/header.jpg?t=1477536639
547470,Apokalypsis,game,1.99,2016-11-07,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547470/header.jpg?t=1478536777
547540,panGEMic,game,0.0,2016-12-28,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547540/header.jpg?t=1483031586
547590,Pinball FX2 VR,game,14.99,2016-11-29,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547590/header.jpg?t=1480681561
547680,Guild Quest,game,0.0,2017-01-26,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547680/header.jpg?t=1485454139
547710,Darkness Ahead,game,4.99,2016-11-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547710/header.jpg?t=1478103894
547730,Izanami's Dream Battle,game,4.99,2016-10-30,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/547730/header.jpg?t=1477886899
547740,Across,game,7.99,2016-11-04,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547740/header.jpg?t=1479409761
547750,Endless Night - Alpha,game,0.0,2016-12-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547750/header.jpg?t=1481388321
547810,Sorcerers of Kinetics (VR),game,14.99,2016-11-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547810/header.jpg?t=1479390491
547820,Kitten Squad,game,0.0,2017-01-04,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547820/header.jpg?t=1483600798
547840,Interfectorem,game,4.99,2016-11-04,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547840/header.jpg?t=1478278334
547850,Trump Simulator VR,game,0.99,2016-10-27,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547850/header.jpg?t=1477626630
547870,Clown2Beat,game,0.0,2016-10-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547870/header.jpg?t=1478007830
547880,Alien Invasion Tower Defense,game,6.99,2016-10-27,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547880/header.jpg?t=1477584493
547900,Front Office Football Eight,game,29.99,2016-11-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547900/header.jpg?t=1479942041
547910,The Survey,game,4.99,2016-10-27,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/547910/header.jpg?t=1477636604
